"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned","+/-","GP","G","A2","KP","AT","SOT","TkW","DIS","ErG","YC","RC","AP","PC%","SFTP","ACNC","Int","CLR","CoS","AER","PKM","OG","GAD","CSD","CSM"
"Mohamed Salah","LIV","F","1","ratzzz","@EVE Sun 12:30AM","128.5","32.12","100%","0%","4","5","0","14","1","7","3","9","0","0","0","155","82.0","83","0","0","1","12","0","0","0","0","0","0"
"Harry Kane","TOT","F","2","BS420FC","WHU Mon 4:30AM","121.25","30.31","100%","+0.1%","4","3","0","11","6","10","1","7","0","0","0","55","75.3","32","0","1","4","3","4","0","0","0","0","0"
"Son Heung-Min","TOT","M,F","3","BigUps","WHU Mon 4:30AM","113.75","28.44","100%","+0.1%","4","6","0","13","1","7","1","6","0","0","0","81","86.2","33","1","2","0","2","2","0","0","0","0","0"
"Jack Grealish","AVL","M","4","Joe","@LEI Sun 3:00AM","104.5","34.83","100%","0%","3","3","1","10","3","3","4","6","0","0","0","107","82.9","73","0","2","1","5","2","0","0","0","0","0"
"James Rodriguez","EVE","M,F","5","BCFC","LIV Sun 12:30AM","103.25","25.81","100%","+8.3%","4","3","1","12","2","4","3","9","0","0","0","181","87.0","49","1","5","0","8","1","0","0","0","0","0"
"Dominic Calvert-Lewin","EVE","F","6","Bantztas","LIV Sun 12:30AM","92.75","23.19","100%","+0.2%","4","6","0","1","0","9","1","2","0","0","0","47","72.3","18","0","1","2","2","17","0","0","0","0","0"
"Kevin De Bruyne","MCI","M","7","Joe","ARS Sun 5:30AM","84.75","28.25","100%","0%","3","1","1","14","1","4","4","3","0","0","0","139","79.4","68","2","0","1","5","0","0","0","0","0","0"
"Aaron Cresswell","WHU","D","8","STV","@TOT Mon 4:30AM","78.5","19.62","67%","+48.1%","4","0","0","10","2","0","0","0","0","0","0","149","81.0","34","7","3","18","0","4","0","0","4","2","0"
"Neal Maupay","BHA","F","9","ratzzz","@CRY Mon 2:00AM","76.75","19.19","93%","-2.5%","4","4","0","4","1","6","1","8","0","0","0","77","77.0","26","1","2","1","4","3","0","0","0","0","0"
"Sadio Mane","LIV","F","10","Blkeburn","@EVE Sun 12:30AM","75.25","25.08","100%","0%","3","3","0","6","0","6","3","8","0","1","0","96","83.5","54","0","3","0","9","1","0","0","0","0","0"
"Lucas Digne","EVE","D","11","STV","LIV Sun 12:30AM","75","18.75","100%","0%","4","0","0","8","2","0","5","1","0","0","0","206","83.7","40","9","6","12","1","7","0","0","5","1","0"
"Mateusz Klich","LEE","M","12","splitt1n","WOL Tue 8:00AM","75","18.75","100%","+2.3%","4","2","0","6","1","2","7","3","0","1","0","145","82.9","63","0","6","3","1","5","0","0","0","0","1"
"Solly March","BHA","M","13","ratzzz","@CRY Mon 2:00AM","74.75","18.69","73%","+20.8%","4","1","0","5","1","1","5","5","0","0","0","146","79.8","66","2","4","3","15","1","0","0","0","0","1"
"Timothy Castagne","LEI","D","14","BS420FC","AVL Sun 3:00AM","73.75","18.44","100%","+5.4%","4","1","0","4","3","1","2","2","0","0","0","180","80.0","43","2","6","5","4","12","0","0","4","1","0"
"Bruno Fernandes","MUN","M","15","MKJ","@NEW Sun 3:00AM","73","24.33","100%","0%","3","2","0","8","1","3","3","2","0","1","0","137","78.7","67","2","2","1","3","0","0","0","0","0","0"
"Jorginho","CHE","M","16","Blkeburn","SOU Sun 3:00AM","72.75","24.25","73%","+7.6%","3","3","0","4","1","4","1","1","0","0","0","157","86.7","33","1","6","3","1","3","1","0","0","0","1"
"Jamie Vardy","LEI","F","17","WW69","AVL Sun 3:00AM","71.75","17.94","100%","0%","4","5","0","2","0","5","3","1","0","0","0","29","61.7","10","0","0","3","1","7","0","0","0","0","0"
"Richarlison","EVE","M,F","18","MKJ","LIV Sun 12:30AM","70.25","17.56","100%","0%","4","1","0","3","3","3","8","8","0","1","0","87","77.0","24","0","2","2","16","5","0","0","0","0","0"
"Kalvin Phillips","LEE","M","19","splitt1n","WOL Tue 8:00AM","68","17","87%","-9.5%","4","0","0","9","1","1","11","2","0","1","0","155","82.0","27","5","8","6","3","3","0","0","0","0","1"
"Ollie Watkins","AVL","F","20","Joe","@LEI Sun 3:00AM","68","22.67","87%","+22.8%","3","3","0","5","1","4","2","5","0","0","0","40","59.7","17","0","2","0","3","15","0","0","0","0","0"
"Callum Wilson","NEW","F","21","BS420FC","MUN Sun 3:00AM","66.75","16.69","87%","+0.4%","4","4","0","4","1","4","0","3","0","0","0","34","70.8","14","0","3","0","2","3","0","0","0","0","0"
"Youri Tielemans","LEI","M","22","BCFC","AVL Sun 3:00AM","66.5","16.62","93%","-6.2%","4","1","1","2","0","3","4","4","0","1","0","263","84.6","71","3","10","2","5","1","0","0","0","0","1"
"John McGinn","AVL","M","23","BS420FC","@LEI Sun 3:00AM","66.25","22.08","87%","-4.2%","3","1","0","8","3","2","1","2","0","2","0","68","73.9","32","1","4","3","6","0","0","0","0","0","2"
"Matheus Pereira","WBA","M","24","Joe","BUR Sun 3:00AM","64.75","16.19","100%","+1%","4","1","0","5","2","2","2","7","0","0","0","95","77.9","35","2","4","7","6","3","0","0","0","0","0"
"Andre-Frank Zambo Anguissa","FUL","M","25","BS420FC","@SHU Sun 3:00AM","64.25","16.06","40%","-19.3%","4","0","0","6","1","1","4","9","0","0","0","176","88.9","51","0","7","1","18","4","0","0","0","0","0"
"Harvey Barnes","LEI","M","26","BigUps","AVL Sun 3:00AM","64","16","100%","+0.2%","4","1","0","3","1","7","2","3","0","0","0","93","80.9","60","0","0","0","9","3","0","0","0","0","1"
"Andros Townsend","CRY","M","27","BigUps","BHA Mon 2:00AM","64","16","87%","-3%","4","1","0","7","2","1","3","6","0","0","0","55","56.7","22","5","5","1","8","1","0","0","0","0","1"
"Michail Antonio","WHU","M,F","28","WW69","@TOT Mon 4:30AM","63","15.75","100%","+0.8%","4","2","0","4","0","8","1","8","0","0","0","48","67.6","21","0","2","1","8","14","0","0","0","0","0"
"Andrew Robertson","LIV","D","29","BCFC","@EVE Sun 12:30AM","63","15.75","100%","0%","4","1","0","5","1","2","3","3","1","0","0","259","84.4","82","1","2","10","4","2","0","0","11","1","0"
"Tyrone Mings","AVL","D","30","BCFC","@LEI Sun 3:00AM","62.25","20.75","100%","+22.8%","3","1","0","1","1","2","1","0","0","1","0","102","79.1","15","0","0","21","2","13","0","0","2","2","0"
"Reece James","CHE","D,M","31","ratzzz","SOU Sun 3:00AM","61.75","20.58","100%","+0.2%","3","1","0","8","1","1","8","1","0","1","0","171","89.1","35","7","4","6","1","7","0","0","6","0","0"
"Patrick Bamford","LEE","F","32","248 SC","WOL Tue 8:00AM","61.5","15.38","100%","+3.2%","4","3","0","2","2","6","0","3","0","1","0","37","78.7","12","0","0","5","1","3","0","0","0","0","0"
"Leandro Trossard","BHA","M,F","33","Joe","@CRY Mon 2:00AM","60.25","15.06","100%","+4.2%","4","1","0","8","2","4","0","8","1","1","0","99","69.7","57","2","2","0","3","0","0","0","0","0","0"
"Mason Mount","CHE","M","34","248 SC","SOU Sun 3:00AM","59.25","19.75","93%","-6.3%","3","1","0","6","1","3","3","2","0","0","0","107","85.6","40","2","3","1","6","0","0","0","0","0","0"
"Danny Ings","SOU","F","35","BigUps","@CHE Sun 3:00AM","57.5","14.38","100%","+0.2%","4","3","0","3","0","6","1","2","0","0","0","52","55.3","23","0","0","2","2","4","0","0","0","0","0"
"Romain Saiss","WOL","D","36","ratzzz","@LEE Tue 8:00AM","56.5","14.12","100%","+1.6%","4","1","0","0","0","2","3","0","0","0","0","176","83.0","22","1","9","14","4","14","0","0","7","1","1"
"Pedro Neto","WOL","M,F","37","BS420FC","@LEE Tue 8:00AM","56.5","14.12","67%","-3.8%","4","1","0","8","1","2","1","5","0","0","0","107","92.2","36","2","3","0","5","2","0","0","0","0","1"
"Kai Havertz","CHE","M","38","MKJ","SOU Sun 3:00AM","55.75","13.94","100%","+4.9%","4","0","0","6","2","2","3","4","0","0","0","127","87.6","47","0","1","5","1","8","0","0","0","0","1"
"Pablo Fornals","WHU","M","39","FA","@TOT Mon 4:30AM","53.5","13.38","13%","+3.1%","4","1","0","5","3","1","1","1","0","1","0","81","81.8","21","0","4","0","3","2","0","0","0","0","2"
"Jarrod Bowen","WHU","M","40","Joe","@TOT Mon 4:30AM","53.25","13.31","93%","+1.4%","4","3","0","1","0","3","4","3","0","0","0","59","69.4","19","1","2","1","4","0","0","0","0","0","2"
"Tariq Lamptey","BHA","D,M","41","Joe","@CRY Mon 2:00AM","52.75","13.19","100%","+4.6%","4","0","0","3","3","1","4","1","0","1","0","86","76.1","25","2","9","3","5","2","0","0","0","0","0"
"Pierre-Emerick Aubameyang","ARS","F","42","Bantztas","@MCI Sun 5:30AM","52.5","13.12","100%","+0.1%","4","1","1","4","1","6","1","5","0","1","0","81","76.4","38","0","0","2","3","6","0","0","0","0","0"
"James Justin","LEI","D","43","splitt1n","AVL Sun 3:00AM","52.25","13.06","87%","-6.8%","4","1","1","2","1","1","4","5","0","1","0","154","84.6","37","1","7","8","1","3","0","0","4","1","0"
"Declan Rice","WHU","M","44","splitt1n","@TOT Mon 4:30AM","52","13","87%","-0.8%","4","0","0","4","0","0","5","4","0","0","0","171","87.2","33","1","9","7","8","4","0","0","0","0","2"
"Arthur Masuaku","WHU","D","45","FA","@TOT Mon 4:30AM","52","17.33","40%","-4.2%","3","0","0","5","1","1","1","3","0","0","0","95","79.2","14","4","1","6","8","4","0","0","2","2","0"
"Ezri Konsa Ngoyo","AVL","D","46","STV","@LEI Sun 3:00AM","51.5","17.17","60%","+9.7%","3","1","0","0","0","1","2","0","0","0","0","55","79.7","2","0","3","19","0","12","0","0","2","2","0"
"Tomas Soucek","WHU","M","47","splitt1n","@TOT Mon 4:30AM","51.25","12.81","80%","-4%","4","0","0","3","1","2","3","2","0","0","0","95","78.5","15","0","7","8","0","21","0","0","0","0","2"
"James Ward-Prowse","SOU","M","48","Joe","@CHE Sun 3:00AM","51","12.75","100%","+1%","4","0","0","6","0","3","6","0","0","0","0","200","83.0","28","2","5","1","0","11","0","0","0","0","2"
"Yerry Mina","EVE","D","49","BigUps","LIV Sun 12:30AM","51","12.75","73%","+17%","4","1","0","0","0","1","3","0","0","0","0","271","93.4","4","0","10","18","0","14","0","0","5","1","0"
"Kyle Walker-Peters","SOU","D","50","ratzzz","@CHE Sun 3:00AM","51","12.75","67%","-3%","4","0","1","3","1","1","7","7","0","2","0","160","76.2","40","1","6","5","7","3","0","0","6","2","0"
"Jannik Vestergaard","SOU","D","51","BigUps","@CHE Sun 3:00AM","51","17","47%","-6.6%","3","0","0","1","0","0","3","0","0","0","0","128","80.0","10","0","3","20","1","15","0","0","0","2","0"
"Trezeguet","AVL","M,F","52","BCFC","@LEI Sun 3:00AM","51","17","33%","-0.6%","3","0","0","6","1","1","7","2","0","0","0","49","80.3","22","3","6","4","2","7","0","0","0","0","0"
"Alexandre Lacazette","ARS","F","53","WW69","@MCI Sun 5:30AM","50.5","16.83","100%","+0.3%","3","3","0","2","0","5","1","5","0","0","0","47","78.3","14","0","1","3","1","3","0","0","0","0","0"
"Pierre-Emile Hojbjerg","TOT","M","54","WW69","WHU Mon 4:30AM","50.25","12.56","67%","+9.1%","4","0","0","4","1","0","4","2","0","1","0","312","89.9","44","1","4","8","2","6","0","0","0","0","0"
"Roberto Firmino","LIV","F","55","Bantztas","@EVE Sun 12:30AM","50","12.5","100%","+0.1%","4","0","0","7","2","3","3","6","0","1","0","113","77.4","45","0","0","0","7","1","0","0","0","0","0"
"Matthew Cash","AVL","D","56","Joe","@LEI Sun 3:00AM","50","16.67","53%","+1.5%","3","0","0","4","0","0","6","3","0","1","0","77","78.6","22","3","7","14","0","2","0","0","2","2","0"
"Willian","ARS","F","57","splitt1n","@MCI Sun 5:30AM","49.75","12.44","100%","+0.4%","4","0","0","5","3","1","0","2","0","0","0","119","85.6","43","0","1","3","2","3","0","0","0","0","0"
"Kurt Zouma","CHE","D","58","FA","SOU Sun 3:00AM","49.5","16.5","73%","+22.8%","3","2","0","0","0","3","0","1","0","0","0","185","90.7","6","0","5","13","0","7","0","0","3","1","0"
"Wilfried Zaha","CRY","M,F","59","248 SC","BHA Mon 2:00AM","49.25","12.31","100%","0%","4","3","0","5","0","3","0","9","0","1","0","51","78.5","32","0","1","0","3","2","0","0","0","0","0"
"Abdoulaye Doucoure","EVE","M","60","MKJ","LIV Sun 12:30AM","49.25","12.31","73%","+0.9%","4","0","0","7","1","1","6","4","0","1","0","203","89.0","33","0","7","2","3","1","0","0","0","0","1"
"Helder Costa","LEE","M,F","61","STV","WOL Tue 8:00AM","49","12.25","73%","-4.3%","4","2","0","3","1","3","3","11","0","0","0","69","75.0","21","1","0","2","5","0","0","0","0","0","1"
"Aleksandar Mitrovic","FUL","F","62","MKJ","@SHU Sun 3:00AM","47.75","11.94","93%","-4.7%","4","2","0","3","0","6","0","1","0","1","0","53","72.6","15","0","0","2","1","15","0","0","0","0","0"
"Dani Ceballos","ARS","M","63","BCFC","@MCI Sun 5:30AM","47.75","11.94","87%","+11.8%","4","0","0","4","1","0","3","1","0","1","0","201","88.5","40","1","7","3","7","3","0","0","0","0","0"
"Jack Harrison","LEE","M","64","Blkeburn","WOL Tue 8:00AM","47.5","15.83","87%","-2.8%","3","1","0","5","1","1","3","10","0","0","0","68","77.3","20","4","3","1","5","4","0","0","0","0","1"
"Steven Alzate","BHA","M","65","FA","@CRY Mon 2:00AM","47.5","11.88","7%","-18.3%","4","0","0","7","0","1","6","5","0","1","0","176","91.7","53","0","4","2","7","0","0","0","0","0","1"
"Trent Alexander-Arnold","LIV","D","66","BigUps","@EVE Sun 12:30AM","47.25","11.81","100%","0%","4","0","0","8","1","0","3","2","0","1","0","186","77.8","47","4","8","4","3","1","0","0","11","1","0"
"Stuart Dallas","LEE","D,M","67","BS420FC","WOL Tue 8:00AM","47.25","11.81","47%","-9.2%","4","0","0","2","1","4","10","3","0","1","0","160","75.1","34","1","6","8","3","2","0","0","8","0","1"
"Willy Boly","WOL","D","68","Blkeburn","@LEE Tue 8:00AM","46.75","11.69","100%","+1.4%","4","0","0","0","0","0","6","1","0","0","0","144","78.7","7","0","6","19","0","19","0","0","7","2","0"
"N'Golo Kante","CHE","M","69","ratzzz","SOU Sun 3:00AM","46.25","11.56","73%","-16.7%","4","0","0","0","0","0","8","1","0","1","0","214","89.9","41","0","13","4","7","3","0","0","0","0","1"
"Dennis Praet","LEI","M","70","FA","AVL Sun 3:00AM","45.75","15.25","67%","+0.2%","3","1","0","4","1","2","0","4","0","0","0","84","86.6","33","1","3","1","4","1","0","0","0","0","1"
"Luke Ayling","LEE","D","71","Blkeburn","WOL Tue 8:00AM","45.5","11.38","60%","+1.2%","4","0","0","2","0","2","8","3","0","0","0","164","72.9","28","1","1","11","11","4","0","0","8","1","0"
"Conor Hourihane","AVL","M","72","splitt1n","@LEI Sun 3:00AM","45.25","22.62","60%","+21.9%","2","1","0","5","1","1","0","0","0","0","0","68","88.3","36","3","0","2","0","2","0","0","0","0","2"
"Ryan Bertrand","SOU","D","73","MKJ","@CHE Sun 3:00AM","45.25","11.31","40%","-11.9%","4","0","0","4","0","1","3","0","0","1","0","165","78.2","41","2","5","6","1","10","0","0","6","2","0"
"Joe Bryan","FUL","D,M","74","MKJ","@SHU Sun 3:00AM","45","11.25","40%","+1.4%","4","0","0","2","1","1","5","1","0","1","0","114","79.2","36","4","9","7","8","3","0","0","7","0","0"
"Raul Jimenez","WOL","F","75","Blkeburn","@LEE Tue 8:00AM","44.75","11.19","100%","0%","4","2","0","0","0","5","0","9","0","0","0","92","80.0","26","1","3","4","4","6","0","1","0","0","0"
"Cheikhou Kouyate","CRY","D,M","76","FA","BHA Mon 2:00AM","44.75","11.19","13%","-6.9%","4","1","0","1","0","2","3","0","0","0","0","59","62.1","3","0","5","14","1","12","0","0","7","1","0"
"Timo Werner","CHE","M,F","77","248 SC","SOU Sun 3:00AM","44.5","11.12","100%","+0.2%","4","0","0","2","1","4","1","3","0","0","0","103","79.8","38","1","3","2","8","1","0","0","0","0","1"
"Fabinho","LIV","M","78","BCFC","@EVE Sun 12:30AM","44.5","11.12","60%","-13.2%","4","0","0","2","1","0","3","1","0","0","0","234","93.6","28","0","10","1","1","3","0","0","0","1","0"
"Grady Diangana","WBA","M","79","ratzzz","BUR Sun 3:00AM","44.5","11.12","53%","-9.7%","4","1","1","2","0","2","5","14","0","0","0","73","77.7","32","0","4","2","9","4","0","0","0","0","0"
"Seamus Coleman","EVE","D","80","Blkeburn","LIV Sun 12:30AM","44","11","87%","+5.5%","4","0","0","2","1","2","6","8","0","0","0","155","88.6","24","0","4","9","5","4","0","0","4","1","0"
"Enda Stevens","SHU","D,M","81","MKJ","FUL Sun 3:00AM","43.5","10.88","73%","-8.4%","4","0","0","0","0","1","6","4","0","0","0","116","81.1","44","0","5","13","6","5","0","0","0","0","0"
"Raheem Sterling","MCI","F","82","splitt1n","ARS Sun 5:30AM","43.25","14.42","100%","0%","3","1","0","6","1","3","2","15","0","0","0","73","86.9","28","0","0","0","6","2","0","0","0","0","0"
"Jan Bednarek","SOU","D","83","248 SC","@CHE Sun 3:00AM","42.75","10.69","20%","-9.1%","4","0","0","0","0","1","1","0","0","0","0","177","82.7","19","0","6","15","1","14","0","0","6","2","0"
"Oriol Romeu","SOU","M","84","FA","@CHE Sun 3:00AM","42.75","10.69","20%","+15.6%","4","1","0","2","0","1","7","2","0","1","0","194","76.7","20","0","6","2","1","9","0","0","0","0","2"
"James McArthur","CRY","M","85","Blkeburn","BHA Mon 2:00AM","42.25","10.56","33%","+0.4%","4","0","0","4","0","0","8","3","0","1","0","96","72.7","19","0","10","8","2","6","0","0","0","0","1"
"Hector Bellerin","ARS","D,M","86","FA","@MCI Sun 5:30AM","42","10.5","73%","+3.6%","4","0","0","3","2","0","2","3","0","2","0","160","85.6","34","3","6","5","5","4","0","0","1","0","1"
"Ryan Fredericks","WHU","D","87","FA","@TOT Mon 4:30AM","41.75","13.92","20%","-0.7%","3","0","0","9","1","0","2","1","0","2","0","79","84.0","25","3","5","8","1","6","0","0","4","0","0"
"Ben Chilwell","CHE","D","88","BS420FC","SOU Sun 3:00AM","41","41","100%","+0.9%","1","1","0","3","1","1","0","0","0","0","0","64","83.1","16","3","3","1","0","2","0","0","0","1","0"
"Angelo Ogbonna","WHU","D","89","FA","@TOT Mon 4:30AM","40","10","13%","+8.5%","4","0","0","0","0","1","1","0","0","0","0","125","82.8","8","0","3","19","0","10","0","0","4","2","0"
"Michael Keane","EVE","D","90","Bantztas","LIV Sun 12:30AM","39.75","9.94","80%","-11.3%","4","1","0","1","0","1","0","1","0","0","0","299","92.6","7","0","5","17","0","5","0","0","5","1","0"
"Adama Traore","WOL","M,F","91","BCFC","@LEE Tue 8:00AM","39.5","9.88","100%","+0.3%","4","0","0","3","0","0","4","7","0","0","0","52","66.7","13","2","2","2","22","6","0","0","3","0","1"
"John Lundstram","SHU","M","92","Bantztas","FUL Sun 3:00AM","39.5","9.88","40%","+7.3%","4","0","0","8","0","2","3","2","0","2","0","119","83.8","51","2","1","1","5","3","1","0","0","0","0"
"Jeff Hendrick","NEW","M","93","FA","MUN Sun 3:00AM","38.5","9.62","67%","+24%","4","1","0","1","1","1","1","3","0","0","0","88","79.3","21","0","5","2","3","4","0","0","0","0","1"
"Jonjo Shelvey","NEW","M","94","STV","MUN Sun 3:00AM","38.25","9.56","73%","+0.3%","4","0","0","6","0","0","3","1","0","2","0","139","72.8","37","2","3","5","5","3","0","0","0","0","1"
"Phil Foden","MCI","M,F","95","BigUps","ARS Sun 5:30AM","38","12.67","100%","+0.2%","3","1","0","3","0","1","2","4","0","0","0","88","88.0","37","0","0","0","9","2","0","0","0","0","0"
"Allan Saint-Maximin","NEW","F","96","ratzzz","MUN Sun 3:00AM","38","12.67","100%","+5.9%","3","1","0","3","1","1","2","4","0","0","0","44","91.7","18","1","0","1","7","0","0","0","0","0","1"
"Georginio Wijnaldum","LIV","M","97","Bantztas","@EVE Sun 12:30AM","37.75","9.44","67%","+5%","4","0","0","3","0","3","4","4","0","0","0","162","89.5","45","0","3","1","3","2","0","0","0","0","1"
"George Baldock","SHU","D,M","98","Joe","FUL Sun 3:00AM","37.75","9.44","60%","-5%","4","0","0","2","1","1","2","0","0","1","0","95","87.2","49","0","2","6","4","5","0","0","0","0","0"
"Ashley Westwood","BUR","M","99","FA","@WBA Sun 3:00AM","37.75","12.58","60%","+20.3%","3","1","0","3","0","1","1","0","0","0","0","176","81.9","48","1","3","0","0","0","0","0","0","0","0"
"Yves Bissouma","BHA","M","100","Joe","@CRY Mon 2:00AM","37.75","12.58","13%","+7.4%","3","1","0","0","0","1","6","1","0","0","1","159","86.9","39","0","6","3","3","4","0","0","0","0","1"
"Riyad Mahrez","MCI","F","101","Blkeburn","ARS Sun 5:30AM","37.5","18.75","100%","+0.2%","2","1","0","5","1","1","0","7","0","0","0","72","83.7","33","0","0","1","3","0","0","0","0","0","0"
"Marcus Rashford","MUN","F","102","BCFC","@NEW Sun 3:00AM","36.5","12.17","100%","+0.1%","3","1","0","4","0","1","0","4","0","0","0","92","85.2","42","0","1","1","5","0","0","0","0","0","0"
"Gabriel Magalhaes","ARS","D","103","WW69","@MCI Sun 5:30AM","36.25","12.08","100%","+13.3%","3","1","0","0","0","1","1","0","0","0","0","280","93.0","13","0","3","9","0","10","0","0","2","1","0"
"Federico Fernandez","NEW","D","104","FA","MUN Sun 3:00AM","36.25","9.06","27%","+10.3%","4","0","0","1","0","0","3","0","0","0","0","124","78.5","5","0","2","23","0","8","0","0","5","1","0"
"Callum Robinson","WBA","F","105","FA","BUR Sun 3:00AM","35.75","8.94","60%","+26.6%","4","2","0","2","0","3","0","6","0","0","0","38","71.7","19","0","0","1","2","5","0","0","0","0","0"
"Fabian Balbuena","WHU","D","106","FA","@TOT Mon 4:30AM","35.75","17.88","0%","-1.2%","2","0","0","0","0","0","4","0","0","0","0","36","67.9","3","0","7","10","0","4","0","0","0","2","0"
"Kieran Tierney","ARS","D,M","107","WW69","@MCI Sun 5:30AM","35.5","11.83","100%","+4%","3","0","0","1","0","0","1","3","0","0","0","172","85.1","32","1","6","14","1","4","0","0","4","1","0"
"Tammy Abraham","CHE","F","108","Blkeburn","SOU Sun 3:00AM","35.5","11.83","87%","+1.9%","3","1","0","1","1","3","2","0","0","0","0","31","67.4","6","0","2","2","2","5","0","0","0","0","0"
"Nampalys Mendy","LEI","M","109","FA","AVL Sun 3:00AM","35.5","8.88","27%","+13.4%","4","0","0","2","1","0","2","3","0","2","0","261","92.2","53","0","4","4","2","1","0","0","0","0","1"
"Kyle Bartley","WBA","D","110","FA","BUR Sun 3:00AM","35","8.75","13%","+8.3%","4","1","0","0","0","1","0","0","0","0","0","82","77.4","6","0","5","27","0","7","0","0","13","0","0"
"Chris Basham","SHU","D","111","splitt1n","FUL Sun 3:00AM","34.25","8.56","53%","-12.7%","4","0","0","0","0","0","8","1","0","0","0","73","76.8","11","0","5","20","0","10","0","0","6","0","0"
"Che Adams","SOU","F","112","W (Fri)","@CHE Sun 3:00AM","34","8.5","33%","-28.1%","4","0","0","4","1","4","3","7","0","1","0","48","66.7","22","0","0","2","3","9","0","0","0","0","0"
"Leander Dendoncker","WOL","D,M","113","FA","@LEE Tue 8:00AM","33.75","11.25","13%","+0.5%","3","0","0","4","1","1","3","0","0","0","0","63","84.0","12","2","1","2","0","7","0","0","0","0","2"
"Matt Targett","AVL","D,M","114","Joe","@LEI Sun 3:00AM","33.75","11.25","13%","-9.1%","3","0","1","0","0","0","2","0","0","2","0","97","85.8","37","0","4","9","1","3","0","0","2","2","0"
"Ivan Cavaleiro","FUL","M,F","115","FA","@SHU Sun 3:00AM","33.5","8.38","27%","+2.6%","4","0","0","5","0","0","1","6","0","0","0","83","76.1","33","2","4","1","8","1","0","0","0","0","0"
"Tyrick Mitchell","CRY","D","116","FA","BHA Mon 2:00AM","33.25","8.31","13%","-11.3%","4","0","0","0","1","0","11","1","0","0","0","71","73.2","27","1","3","7","0","0","0","0","7","1","0"
"Bukayo Saka","ARS","M","117","WW69","@MCI Sun 5:30AM","33","16.5","80%","+9.6%","2","1","2","1","0","1","1","0","0","0","0","57","79.2","17","1","0","2","4","1","0","0","0","0","0"
"Caglar Soyuncu","LEI","D","118","WW69","AVL Sun 3:00AM","32.5","8.12","87%","-10.5%","4","0","0","2","0","0","4","0","0","1","0","240","87.9","18","0","7","12","0","10","0","0","7","1","0"
"Callum Hudson-Odoi","CHE","F","119","BS420FC","SOU Sun 3:00AM","32","10.67","33%","-5.1%","3","1","0","4","0","1","0","2","0","0","0","69","87.3","35","2","0","0","1","0","0","0","0","0","1"
"Sander Berge","SHU","M","120","FA","FUL Sun 3:00AM","32","8","20%","+11.7%","4","0","0","3","0","0","2","1","0","1","0","109","81.3","37","1","1","6","5","6","0","0","0","0","0"
"Virgil van Dijk","LIV","D","121","STV","@EVE Sun 12:30AM","31.5","7.88","100%","0%","4","1","0","0","0","2","2","0","1","1","0","306","90.0","26","0","5","8","0","12","0","0","11","1","0"
"Joel Ward","CRY","D","122","FA","BHA Mon 2:00AM","31.5","7.88","7%","-6.8%","4","0","0","1","0","0","2","1","0","2","0","68","69.4","20","0","8","16","1","10","0","0","7","1","0"
"Serge Aurier","TOT","D","123","WW69","WHU Mon 4:30AM","31.25","31.25","40%","+4.1%","1","1","0","1","1","2","3","1","0","0","0","56","84.8","11","0","2","3","1","0","0","0","1","0","0"
"Liam Cooper","LEE","D","124","FA","WOL Tue 8:00AM","31.25","10.42","20%","+7%","3","0","0","0","0","0","3","0","0","0","0","160","83.8","7","0","6","11","1","13","0","0","4","1","0"
"Josh Brownhill","BUR","M","125","FA","@WBA Sun 3:00AM","31.25","10.42","0%","-9.3%","3","0","0","3","0","0","1","2","0","0","0","99","80.5","26","1","8","1","1","11","0","0","0","0","0"
"Dwight McNeil","BUR","M","126","BigUps","@WBA Sun 3:00AM","31","10.33","93%","-1.5%","3","0","0","4","1","0","1","5","0","1","0","93","81.6","19","5","4","0","4","3","0","0","0","0","0"
"Gylfi Sigurdsson","EVE","M","127","248 SC","LIV Sun 12:30AM","31","7.75","53%","+0.7%","4","0","0","3","1","0","2","1","0","0","0","85","87.6","16","2","5","3","2","0","0","0","0","0","0"
"Ben Davies","TOT","D","128","FA","WHU Mon 4:30AM","31","7.75","47%","+4.9%","4","0","0","2","1","0","2","0","0","0","0","129","80.6","26","5","1","7","1","5","0","0","4","0","0"
"Ross Barkley","AVL","M","129","BS420FC","@LEI Sun 3:00AM","30.75","10.25","93%","+31.2%","3","1","1","1","0","3","0","2","0","0","0","49","83.1","17","0","0","1","4","3","0","0","0","0","0"
"Stuart Armstrong","SOU","M","130","BigUps","@CHE Sun 3:00AM","30.5","10.17","60%","+4.5%","3","0","0","3","1","0","4","7","0","0","0","90","81.1","24","1","3","2","2","0","0","0","0","0","2"
"Rodrigo Moreno","LEE","F","131","splitt1n","WOL Tue 8:00AM","30.25","7.56","80%","+17.6%","4","1","0","2","0","3","0","3","0","0","0","51","75.0","21","0","0","3","2","3","0","0","0","0","0"
"Andy Carroll","NEW","F","132","FA","MUN Sun 3:00AM","30.25","10.08","7%","-4.9%","3","0","0","1","1","0","0","2","0","0","0","27","56.3","16","0","0","7","1","22","0","0","0","0","0"
"Lucas Moura","TOT","F","133","STV","WHU Mon 4:30AM","30","7.5","100%","+6.6%","4","1","0","1","0","3","0","10","0","0","0","75","72.8","28","0","3","1","3","5","0","0","0","0","0"
"Daniel Podence","WOL","M,F","134","ratzzz","@LEE Tue 8:00AM","30","10","93%","+2.9%","3","0","0","3","2","0","1","1","0","0","0","56","76.7","18","2","0","0","4","0","0","0","0","0","0"
