"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned","+/-","GP","G","A2","KP","AT","SOT","TkW","DIS","ErG","YC","RC","AP","PC%","SFTP","ACNC","Int","CLR","CoS","AER","PKM","OG","GAD","CSD","CSM"
"Mohamed Elneny","ARS","M","132","W (Tue)","ARS 0<br/>@MCI 1 F","29.75","9.92","4%","-0.2%","3","0","0","1","0","0","2","1","0","0","0","170","95.5","30","0","8","4","1","1","0","0","0","0","1"
"John Lundstram","SHU","M","133","Bantztas","FUL Mon 12:00AM","39.5","9.88","31%","-0.1%","4","0","0","8","0","2","3","2","0","2","0","119","83.8","51","2","1","1","5","3","1","0","0","0","0"
"Adama Traore","WOL","M,F","134","BCFC","@LEE Tue 8:00AM","39.5","9.88","98%","+0.1%","4","0","0","3","0","0","4","7","0","0","0","52","66.7","13","2","2","2","22","6","0","0","3","0","1"
"Chris Wood","BUR","F","135","MKJ","@WBA Tue 5:30AM","29.5","9.83","82%","0%","3","1","0","0","0","4","1","2","0","0","0","32","56.1","12","0","0","1","0","16","0","0","0","0","0"
"Gabriel Magalhaes","ARS","D","136","WW69","ARS 0<br/>@MCI 1 F","39.25","9.81","87%","-0.2%","4","1","0","0","0","1","1","0","0","0","0","343","91.0","13","0","4","11","0","12","0","0","3","1","0"
"Jonjo Shelvey","NEW","M","137","STV","MUN 4<br/>@NEW 1 F","48.75","9.75","66%","-0.5%","5","0","0","6","0","2","4","1","0","2","0","178","72.1","42","2","4","5","6","6","0","0","0","0","1"
"Bernardo Silva","MCI","M,F","138","BS420FC","ARS 0<br/>@MCI 1 F","19.5","9.75","99%","0%","2","0","0","1","0","0","2","0","0","0","0","85","89.5","32","0","0","0","4","1","0","0","0","0","1"
"Harry Maguire","MUN","D","139","Blkeburn","MUN 4<br/>@NEW 1 F","38.75","9.69","87%","-0.6%","4","1","0","0","1","2","1","1","1","1","0","233","84.4","27","0","9","12","0","15","0","0","12","0","0"
"Ethan Ampadu","SHU","D","140","FA","FUL Mon 12:00AM","19.25","9.62","2%","+0.1%","2","0","0","0","0","0","1","0","0","0","0","26","59.1","3","0","2","15","1","1","0","0","1","0","0"
"Oriol Romeu","SOU","M","141","W (Tue)","SOU 3<br/>@CHE 3 F","48","9.6","11%","+0.6%","5","1","0","2","0","1","8","2","0","2","0","237","76.7","31","0","7","2","2","12","0","0","0","0","2"
"Fabinho","LIV","M","142","BCFC","LIV 2<br/>@EVE 2 F","48","9.6","68%","+0.1%","5","0","0","2","1","0","6","1","0","1","0","277","91.7","34","0","10","2","1","3","0","0","0","1","0"
"Tom Cairney","FUL","M","143","FA","@SHU Mon 12:00AM","28.75","9.58","10%","-0.1%","3","0","0","3","0","0","1","1","0","2","0","236","94.4","62","2","0","0","4","2","0","0","0","0","0"
"Hector Bellerin","ARS","D,M","144","Bantztas","ARS 0<br/>@MCI 1 F","47.75","9.55","80%","+0.5%","5","0","0","3","2","0","6","3","0","2","0","189","85.1","39","3","7","5","5","5","0","0","2","0","1"
"Ademola Lookman","FUL","F","145","FA","@SHU Mon 12:00AM","9.5","9.5","19%","+0.8%","1","0","0","1","0","0","1","0","0","0","0","17","89.5","9","0","0","0","4","0","0","0","0","0","0"
"George Baldock","SHU","D,M","146","Joe","FUL Mon 12:00AM","37.75","9.44","65%","+1.3%","4","0","0","2","1","1","2","0","0","1","0","95","87.2","49","0","2","6","4","5","0","0","0","0","0"
"Ryan Bertrand","SOU","D","147","MKJ","SOU 3<br/>@CHE 3 F","47","9.4","53%","+0.3%","5","0","0","4","0","1","4","1","0","1","0","200","77.5","50","2","6","6","1","12","0","0","9","2","0"
"Jan Bednarek","SOU","D","148","248 SC","SOU 3<br/>@CHE 3 F","47","9.4","28%","-0.3%","5","0","0","1","0","1","1","0","0","0","0","233","81.8","26","0","7","17","1","15","0","0","9","2","0"
"Jordan Henderson","LIV","M","149","STV","LIV 2<br/>@EVE 2 F","27.5","9.17","72%","+0.9%","3","0","0","3","0","1","5","0","0","0","0","117","78.5","32","1","1","0","2","0","0","0","0","0","0"
"Rodrigo","MCI","M","150","BCFC","ARS 0<br/>@MCI 1 F","36.5","9.12","50%","-0.2%","4","0","0","3","0","0","3","2","0","2","0","285","92.2","52","0","4","3","3","8","0","0","0","0","1"
"Matt Doherty","TOT","D,M","151","BCFC","WHU Mon 4:30AM","27.25","9.08","97%","0%","3","0","0","2","0","1","1","1","0","1","0","115","78.2","31","0","3","7","3","14","0","0","4","0","0"
"Paul Pogba","MUN","M","152","248 SC","MUN 4<br/>@NEW 1 F","36.25","9.06","99%","0%","4","0","0","1","0","2","4","9","0","0","0","123","76.4","44","0","3","2","8","8","0","0","0","0","0"
"Jeff Hendrick","NEW","M","153","W (Tue)","MUN 4<br/>@NEW 1 F","45.25","9.05","32%","-0.4%","5","1","0","1","1","1","2","3","0","0","0","113","80.7","24","0","6","3","4","7","0","0","0","0","1"
"Fikayo Tomori","CHE","D","154","W (Tue)","SOU 3<br/>@CHE 3 F","9","9","2%","0%","1","0","0","0","0","0","1","0","0","0","0","28","96.6","0","0","2","8","0","0","0","0","2","0","0"
"Sergio Aguero","MCI","F","155","WW69","ARS 0<br/>@MCI 1 F","9","9","100%","0%","1","0","0","3","0","0","0","0","0","0","0","18","81.8","11","0","0","0","0","0","0","0","0","0","0"
"Christian Pulisic","CHE","M,F","156","STV","SOU 3<br/>@CHE 3 F","18","9","100%","+0.1%","2","0","1","1","0","0","3","0","0","0","0","21","65.6","9","0","1","4","2","1","0","0","0","0","0"
"Seamus Coleman","EVE","D","157","Blkeburn","LIV 2<br/>@EVE 2 F","44.75","8.95","76%","-0.2%","5","0","0","2","1","2","6","9","0","0","0","169","88.9","25","0","4","10","6","4","0","0","5","1","0"
"Callum Robinson","WBA","F","158","FA","BUR Tue 5:30AM","35.75","8.94","27%","-0.9%","4","2","0","2","0","3","0","6","0","0","0","38","71.7","19","0","0","1","2","5","0","0","0","0","0"
"Tammy Abraham","CHE","F","159","Blkeburn","SOU 3<br/>@CHE 3 F","35.5","8.88","88%","-2.2%","4","1","0","1","1","3","2","0","0","0","0","32","68.1","6","0","2","2","2","5","0","0","0","0","0"
"Nampalys Mendy","LEI","M","160","FA","AVL Mon 7:15AM","35.5","8.88","11%","0%","4","0","0","2","1","0","2","3","0","2","0","261","92.2","53","0","4","4","2","1","0","0","0","0","1"
"Ruben Dias","MCI","D","161","W (Tue)","ARS 0<br/>@MCI 1 F","17.5","8.75","68%","+0.1%","2","0","0","0","0","0","0","0","0","1","0","117","90.0","10","0","2","8","0","6","0","0","1","1","0"
"Moussa Sissoko","TOT","M","162","FA","WHU Mon 4:30AM","17.5","8.75","4%","+0.2%","2","0","0","1","0","0","2","0","0","0","0","88","91.7","20","0","2","2","2","1","0","0","0","0","0"
"Kyle Bartley","WBA","D","163","FA","BUR Tue 5:30AM","35","8.75","5%","0%","4","1","0","0","0","1","0","0","0","0","0","82","77.4","6","0","5","27","0","7","0","0","13","0","0"
"Cesar Azpilicueta","CHE","D","164","ratzzz","SOU 3<br/>@CHE 3 F","34.75","8.69","94%","+0.5%","4","0","0","2","1","1","1","1","0","1","0","192","83.8","47","1","0","5","1","7","0","0","3","1","0"
"Kyle Walker","MCI","D","165","BS420FC","ARS 0<br/>@MCI 1 F","34.25","8.56","89%","+0.2%","4","0","0","1","0","1","3","5","0","0","0","244","90.7","55","0","5","4","5","6","0","0","7","1","0"
"Chris Basham","SHU","D","166","W (Tue)","FUL Mon 12:00AM","34.25","8.56","56%","0%","4","0","0","0","0","0","8","1","0","0","0","73","76.8","11","0","5","20","0","10","0","0","6","0","0"
"Giovani Lo Celso","TOT","M","167","BigUps","WHU Mon 4:30AM","17","8.5","70%","-0.9%","2","0","0","3","0","3","0","2","0","1","0","66","80.5","16","0","0","0","2","3","0","0","0","0","0"
"Ivan Cavaleiro","FUL","M,F","168","FA","@SHU Mon 12:00AM","33.5","8.38","16%","-0.4%","4","0","0","5","0","0","1","6","0","0","0","83","76.1","33","2","4","1","8","1","0","0","0","0","0"
"Tyrick Mitchell","CRY","D","169","FA","BHA Mon 2:00AM","33.25","8.31","17%","-0.4%","4","0","0","0","1","0","11","1","0","0","0","71","73.2","27","1","3","7","0","0","0","0","7","1","0"
"Federico Fernandez","NEW","D","170","W (Tue)","MUN 4<br/>@NEW 1 F","40.75","8.15","13%","-0.2%","5","0","0","1","0","0","4","0","0","0","0","159","80.7","5","0","2","30","0","9","0","0","9","1","0"
"Caglar Soyuncu","LEI","D","171","WW69","AVL Mon 7:15AM","32.5","8.12","87%","-2%","4","0","0","2","0","0","4","0","0","1","0","240","87.9","18","0","7","12","0","10","0","0","7","1","0"
"Douglas Luiz","AVL","M","172","FA","@LEI Mon 7:15AM","24.25","8.08","5%","-0.1%","3","0","0","1","0","1","0","2","0","1","0","114","83.8","41","0","2","4","1","5","0","0","0","0","2"
"James Tarkowski","BUR","D","173","BigUps","@WBA Tue 5:30AM","8","8","92%","+0.1%","1","0","0","1","0","1","1","0","0","1","0","31","67.4","2","0","1","3","0","9","0","0","3","0","0"
"Sander Berge","SHU","M","174","FA","FUL Mon 12:00AM","32","8","7%","-0.1%","4","0","0","3","0","0","2","1","0","1","0","109","81.3","37","1","1","6","5","6","0","0","0","0","0"
"Victor Lindelof","MUN","D","175","W (Tue)","MUN 4<br/>@NEW 1 F","23.75","7.92","34%","-0.4%","3","0","0","0","0","0","2","0","0","0","0","167","92.8","13","0","3","19","0","5","0","0","6","0","0"
"Joel Ward","CRY","D","176","FA","BHA Mon 2:00AM","31.5","7.88","9%","-0.1%","4","0","0","1","0","0","2","1","0","2","0","68","69.4","20","0","8","16","1","10","0","0","7","1","0"
"James Maddison","LEI","M","177","BS420FC","AVL Mon 7:15AM","23.25","7.75","99%","0%","3","1","0","1","1","1","0","2","0","0","0","38","100.0","15","1","0","0","0","0","0","0","0","0","0"
"Joel Veltman","BHA","D","178","FA","@CRY Mon 2:00AM","7.75","7.75","2%","-0.1%","1","0","0","0","0","0","3","1","0","0","0","40","81.6","11","0","0","3","1","1","0","0","2","0","0"
"Ben Davies","TOT","D","179","FA","WHU Mon 4:30AM","31","7.75","30%","-0.5%","4","0","0","2","1","0","2","0","0","0","0","129","80.6","26","5","1","7","1","5","0","0","4","0","0"
"Charlie Taylor","BUR","D","180","FA","@WBA Tue 5:30AM","23.25","7.75","32%","-0.3%","3","0","0","2","1","1","1","0","0","0","0","107","69.0","21","2","2","4","1","8","0","0","8","0","0"
"Jamaal Lascelles","NEW","D","181","W (Tue)","MUN 4<br/>@NEW 1 F","30.75","7.69","7%","-0.2%","4","0","0","0","0","0","1","0","0","1","0","116","82.9","9","0","4","22","2","9","0","0","8","1","0"
"Daniel James","MUN","M","182","W (Tue)","MUN 4<br/>@NEW 1 F","15.25","7.62","6%","-0.2%","2","0","0","2","0","1","2","0","0","1","0","62","93.9","28","0","0","1","1","0","0","0","0","0","0"
"Georginio Wijnaldum","LIV","M","183","Bantztas","LIV 2<br/>@EVE 2 F","38","7.6","54%","-2.1%","5","0","0","3","0","3","4","4","0","0","0","166","89.7","46","0","3","1","3","2","0","0","0","0","1"
"Rodrigo Moreno","LEE","F","184","splitt1n","WOL Tue 8:00AM","30.25","7.56","69%","+0.2%","4","1","0","2","0","3","0","3","0","0","0","51","75.0","21","0","0","3","2","3","0","0","0","0","0"
"Miguel Almiron","NEW","M,F","185","BCFC","MUN 4<br/>@NEW 1 F","30","7.5","58%","-0.5%","4","0","0","5","1","0","2","0","0","0","0","54","88.5","28","2","1","0","1","0","0","0","0","0","0"
"Lucas Moura","TOT","F","186","STV","WHU Mon 4:30AM","30","7.5","86%","-0.2%","4","1","0","1","0","3","0","10","0","0","0","75","72.8","28","0","3","1","3","5","0","0","0","0","0"
"Eric Garcia","MCI","D","187","W (Tue)","ARS 0<br/>@MCI 1 F","7.5","7.5","2%","-0.2%","1","0","0","1","0","0","2","0","0","0","0","94","97.9","18","0","3","1","0","0","0","0","5","0","0"
"Luke Shaw","MUN","D","188","W (Tue)","MUN 4<br/>@NEW 1 F","30","7.5","38%","-0.9%","4","0","0","3","0","1","3","3","0","1","0","183","81.7","60","1","4","7","7","7","0","1","12","0","0"
"Jack Robinson","SHU","D","189","FA","FUL Mon 12:00AM","14.75","7.38","3%","+0.1%","2","0","0","0","0","0","2","0","0","0","0","61","84.7","11","0","2","8","0","6","0","0","3","0","0"
"Moussa Djenepo","SOU","M","190","W (Tue)","SOU 3<br/>@CHE 3 F","29.25","7.31","14%","-1.2%","4","1","0","0","1","1","0","2","0","1","0","52","74.3","19","0","1","0","6","5","0","0","0","0","1"
"Allan","EVE","M","191","BCFC","LIV 2<br/>@EVE 2 F","29.25","7.31","54%","+0.5%","4","0","0","1","0","1","8","3","0","1","0","180","87.8","21","0","4","5","2","1","0","0","0","0","1"
"David McGoldrick","SHU","F","192","FA","FUL Mon 12:00AM","29.25","7.31","6%","0%","4","1","0","1","0","1","0","2","0","0","0","55","70.5","23","0","0","2","4","9","0","0","0","0","0"
"Ben Godfrey","EVE","D,M","193","W (Tue)","LIV 2<br/>@EVE 2 F","7.25","7.25","10%","-0.5%","1","0","0","1","0","0","0","1","0","0","0","12","75.0","1","0","0","3","2","3","0","0","1","0","0"
"Oliver McBurnie","SHU","F","194","BigUps","FUL Mon 12:00AM","28.75","7.19","40%","+0.2%","4","0","0","2","0","3","0","0","0","1","0","30","57.7","18","0","2","3","1","22","0","0","0","0","0"
"Isaac Hayden","NEW","M","195","W (Tue)","MUN 4<br/>@NEW 1 F","35.75","7.15","3%","0%","5","0","0","2","0","1","6","4","0","2","0","158","82.7","21","0","8","8","1","12","0","0","1","0","1"
"Tanguy Ndombele","TOT","M","196","splitt1n","WHU Mon 4:30AM","28.5","7.12","39%","+1%","4","1","0","1","0","1","2","2","0","1","0","90","83.3","25","0","2","2","5","1","0","0","0","0","0"
"Ruben Neves","WOL","M","197","MKJ","@LEE Tue 8:00AM","28.25","7.06","58%","-0.2%","4","0","0","2","0","1","4","3","0","1","0","198","84.6","30","0","4","4","0","4","0","0","0","0","1"
"James McCarthy","CRY","M","198","FA","BHA Mon 2:00AM","28.25","7.06","2%","0%","4","0","0","1","0","0","6","0","0","1","0","81","66.4","14","0","5","7","2","6","0","0","0","0","1"
"Robin Koch","LEE","D","199","FA","WOL Tue 8:00AM","28.25","7.06","17%","+0.1%","4","0","0","0","0","1","5","0","0","0","0","211","85.1","9","0","4","9","0","16","0","0","8","1","0"
"Eric Dier","TOT","D,M","200","Bantztas","WHU Mon 4:30AM","28","7","32%","-0.9%","4","0","0","0","0","0","0","0","0","0","0","246","90.4","10","0","4","21","0","11","0","0","5","0","0"
"Toby Alderweireld","TOT","D","201","FA","WHU Mon 4:30AM","7","7","34%","+0.1%","1","0","0","1","0","0","0","0","0","0","0","68","86.1","6","0","1","1","1","3","0","0","1","0","0"
"John Fleck","SHU","M","202","FA","FUL Mon 12:00AM","20.75","6.92","32%","-1.2%","3","0","0","3","0","0","3","2","0","0","0","47","74.6","28","0","2","1","2","0","0","0","0","0","0"
"Joao Moutinho","WOL","M","203","Blkeburn","@LEE Tue 8:00AM","27","6.75","83%","-0.5%","4","0","0","6","0","0","2","1","0","0","0","143","89.4","20","0","2","2","0","1","0","0","0","0","1"
"Conor Coady","WOL","D","204","STV","@LEE Tue 8:00AM","27","6.75","44%","0%","4","0","0","1","0","0","4","1","0","1","0","158","84.9","12","0","4","10","1","3","0","0","7","2","0"
"Dale Stephens","BUR","M","205","FA","@WBA Tue 5:30AM","13.25","6.62","2%","0%","2","0","0","0","0","0","3","3","0","0","0","72","86.7","11","0","4","0","1","5","0","0","0","0","0"
"Nemanja Matic","MUN","M","206","W (Tue)","MUN 4<br/>@NEW 1 F","19.75","6.58","7%","-0.2%","3","0","0","1","1","1","1","2","0","1","0","94","87.0","19","0","3","0","2","2","0","0","0","0","0"
"Nathan Ake","MCI","D","207","248 SC","ARS 0<br/>@MCI 1 F","26","6.5","76%","-0.3%","4","1","0","1","0","1","1","0","0","2","0","224","93.7","38","0","2","3","0","7","0","0","6","1","0"
"Adam Lallana","BHA","M","208","248 SC","@CRY Mon 2:00AM","26","6.5","37%","-0.3%","4","0","0","3","0","0","0","2","0","0","0","74","87.1","32","0","4","4","2","3","0","0","0","0","0"
"Virgil van Dijk","LIV","D","209","STV","LIV 2<br/>@EVE 2 F","31.75","6.35","100%","0%","5","1","0","0","0","2","2","0","1","1","0","307","90.0","27","0","5","8","0","12","0","0","11","1","0"
"Fernandinho","MCI","D,M","210","Bantztas","ARS 0<br/>@MCI 1 F","25","6.25","31%","-0.3%","4","0","0","0","0","1","3","0","0","0","0","152","87.9","44","0","2","4","1","4","0","0","0","0","0"
"Gylfi Sigurdsson","EVE","M","211","248 SC","LIV 2<br/>@EVE 2 F","31","6.2","58%","-4.8%","5","0","0","3","1","0","2","1","0","0","0","88","88.0","16","2","5","3","2","0","0","0","0","0","0"
"Phil Bardsley","BUR","D","212","FA","@WBA Tue 5:30AM","18.5","6.17","4%","+0.2%","3","0","0","0","0","0","5","1","0","2","0","70","64.8","14","2","6","10","3","7","0","0","8","0","0"
"Mason Greenwood","MUN","M,F","213","MKJ","MUN 4<br/>@NEW 1 F","18.5","6.17","96%","0%","3","0","0","1","0","1","1","2","0","0","0","56","84.8","25","0","2","0","5","0","0","0","0","0","0"
"Conor Townsend","WBA","D","214","FA","BUR Tue 5:30AM","12.25","6.12","1%","0%","2","0","0","0","0","0","2","1","0","0","0","48","73.8","15","0","5","3","3","2","0","0","5","0","0"
"Fabian Delph","EVE","M","215","W (Tue)","LIV 2<br/>@EVE 2 F","6","6","1%","0%","1","0","0","0","0","0","1","0","0","0","0","17","89.5","3","0","1","3","0","0","0","0","0","0","0"
"Ben White","BHA","D","216","FA","@CRY Mon 2:00AM","24","6","22%","0%","4","0","0","1","0","0","3","1","0","1","0","212","83.1","36","1","6","4","3","7","0","0","10","1","0"
"Granit Xhaka","ARS","M","217","WW69","ARS 0<br/>@MCI 1 F","29.5","5.9","14%","+0.2%","5","0","0","1","0","0","2","4","0","0","0","226","88.6","45","0","2","7","0","3","0","0","0","0","1"
"Naby Keita","LIV","M","218","W (Tue)","LIV 2<br/>@EVE 2 F","23.5","5.88","48%","-0.8%","4","0","0","1","0","0","0","7","0","0","0","137","92.6","45","0","3","2","4","2","0","0","0","0","1"
"Andre Gomes","EVE","M","219","W (Tue)","LIV 2<br/>@EVE 2 F","23.25","5.81","8%","+0.2%","4","0","0","2","0","0","5","8","0","1","0","160","88.9","36","0","0","3","3","3","0","0","0","0","1"
"Adam Webster","BHA","D","220","FA","@CRY Mon 2:00AM","23.25","5.81","12%","-0.2%","4","0","0","1","0","1","1","1","0","0","0","205","81.7","29","0","6","6","1","5","0","0","10","1","0"
"Ben Osborn","SHU","M","221","FA","FUL Mon 12:00AM","17.25","5.75","1%","-0.1%","3","0","0","3","0","0","1","5","0","0","0","47","74.6","22","3","1","1","1","1","0","0","0","0","0"
"Davinson Sanchez","TOT","D","222","FA","WHU Mon 4:30AM","17.25","5.75","16%","+0.1%","3","0","0","0","0","0","2","0","0","0","0","170","85.0","3","0","3","10","0","11","0","0","4","0","0"
"Jack O'Connell","SHU","D","223","FA","FUL Mon 12:00AM","11.5","5.75","24%","-0.3%","2","0","0","0","0","0","1","0","0","0","0","55","71.4","8","0","2","7","0","5","0","0","3","0","0"
"Joelinton","NEW","M,F","224","W (Tue)","MUN 4<br/>@NEW 1 F","28.75","5.75","15%","-0.1%","5","0","0","3","0","1","5","6","0","2","0","86","81.9","29","0","1","6","3","12","0","0","0","0","0"
"Luka Milivojevic","CRY","M","225","Blkeburn","BHA Mon 2:00AM","17","5.67","25%","+0.1%","3","0","0","2","0","0","0","0","0","0","0","26","81.3","7","2","4","2","2","2","0","0","0","0","0"
"Darnell Furlong","WBA","D","226","FA","BUR Tue 5:30AM","17","5.67","1%","0%","3","0","0","2","1","0","0","3","0","1","0","41","62.1","10","4","4","4","0","12","0","0","9","0","0"
"Dara O'Shea","WBA","D","227","FA","BUR Tue 5:30AM","22.5","5.62","2%","0%","4","0","0","1","0","0","5","2","0","0","0","101","74.3","12","0","7","14","2","7","0","0","13","0","0"
"Jordan Ayew","CRY","M,F","228","FA","BHA Mon 2:00AM","22.5","5.62","60%","-0.4%","4","0","0","0","1","3","3","21","0","0","0","37","72.5","10","0","2","3","7","6","0","0","0","0","0"
"Ferran Torres","MCI","F","229","W (Tue)","ARS 0<br/>@MCI 1 F","16.75","5.58","69%","-0.8%","3","0","0","2","1","1","0","3","0","0","0","28","80.0","13","0","0","0","2","1","0","0","0","0","0"
"Romaine Sawyers","WBA","M","230","FA","BUR Tue 5:30AM","22.25","5.56","1%","0%","4","0","0","2","0","0","0","3","0","0","0","106","84.8","19","0","8","3","0","4","0","0","0","0","0"
"Aaron Connolly","BHA","F","231","FA","@CRY Mon 2:00AM","22.25","5.56","10%","-0.1%","4","1","0","2","0","2","2","3","0","0","0","19","73.1","10","0","0","0","1","2","0","0","0","0","0"
"Robbie Brady","BUR","M","232","FA","@WBA Tue 5:30AM","5.5","5.5","0%","0%","1","0","0","0","0","1","1","0","0","0","0","7","58.3","0","0","1","1","0","1","0","0","0","0","0"
"Jay Rodriguez","BUR","F","233","FA","@WBA Tue 5:30AM","5.5","5.5","18%","-0.3%","1","0","0","1","0","0","0","1","0","1","0","9","69.2","4","0","0","3","1","4","0","0","0","0","0"
"Marcos Alonso","CHE","D","234","W (Tue)","SOU 3<br/>@CHE 3 F","16.25","5.42","42%","-1.5%","3","0","0","2","0","0","1","1","0","1","0","122","82.4","19","0","5","8","1","4","0","0","6","0","0"
"Javier Manquillo","NEW","D,M","235","W (Tue)","MUN 4<br/>@NEW 1 F","21.5","5.38","5%","-0.1%","4","0","0","1","0","0","5","4","0","1","0","88","78.6","22","3","3","5","0","4","0","0","5","1","0"
"Erik Lamela","TOT","M","236","FA","WHU Mon 4:30AM","16","5.33","8%","-0.2%","3","0","0","1","1","2","0","1","0","1","0","27","87.1","9","0","1","0","4","0","0","0","0","0","0"
"Oliver Norwood","SHU","M","237","FA","FUL Mon 12:00AM","10.5","5.25","24%","-0.4%","2","0","0","1","0","0","0","1","0","0","0","59","88.1","15","0","2","1","0","2","0","0","0","0","0"
"Ashley Barnes","BUR","F","238","FA","@WBA Tue 5:30AM","5.25","5.25","14%","-0.2%","1","0","0","2","0","0","0","1","0","1","0","8","44.4","3","1","0","0","0","6","0","0","0","0","0"
"Harry Winks","TOT","M","239","FA","WHU Mon 4:30AM","15.5","5.17","4%","-0.1%","3","0","0","1","0","0","3","2","0","1","0","178","88.1","29","0","0","2","0","2","0","0","0","0","0"
"David Luiz","ARS","D","240","W (Tue)","ARS 0<br/>@MCI 1 F","20.5","5.12","21%","-0.1%","4","0","0","0","0","0","1","0","0","0","0","186","83.4","8","0","3","15","2","5","0","0","5","0","0"
"Alireza Jahanbakhsh","BHA","F","241","FA","@CRY Mon 2:00AM","15.25","5.08","1%","0%","3","0","0","3","1","0","0","0","0","1","0","22","84.6","12","2","0","0","1","0","0","0","0","0","0"
"Fred","MUN","M","242","W (Tue)","MUN 4<br/>@NEW 1 F","15.25","5.08","2%","0%","3","0","0","1","0","0","1","1","0","0","0","86","86.9","11","0","2","1","5","0","0","0","0","0","0"
"Kevin Long","BUR","D","243","FA","@WBA Tue 5:30AM","15.25","5.08","1%","-0.1%","3","0","0","1","0","0","2","0","0","0","0","84","70.0","3","0","2","12","0","9","0","0","8","0","0"
"Jake Livermore","WBA","M","244","FA","BUR Tue 5:30AM","20.25","5.06","2%","0%","4","0","0","2","0","0","5","2","0","1","0","74","72.5","13","0","7","3","0","1","0","0","0","0","0"
"Eberechi Eze","CRY","M","245","FA","BHA Mon 2:00AM","20","5","67%","-0.2%","4","0","0","1","0","0","2","5","0","0","0","65","79.3","29","1","3","0","6","0","0","0","0","0","0"
"Keinan Davis","AVL","F","246","FA","@LEI Mon 7:15AM","5","5","0%","0%","1","0","0","1","0","0","0","1","0","0","0","11","84.6","7","0","0","1","0","1","0","0","0","0","0"
"Joseph Gomez","LIV","D","247","Bantztas","LIV 2<br/>@EVE 2 F","19.75","4.94","74%","-2.7%","4","0","0","1","0","0","0","2","0","0","0","249","87.4","19","0","2","13","4","12","0","0","11","0","0"
"Alex Iwobi","EVE","M","248","W (Tue)","LIV 2<br/>@EVE 2 F","19.5","4.88","3%","-0.1%","4","0","1","1","1","0","1","4","0","0","0","33","78.6","12","0","4","2","0","0","0","0","0","0","0"
"Lewis Dunk","BHA","D","249","248 SC","@CRY Mon 2:00AM","19.25","4.81","48%","-0.3%","4","0","0","0","0","0","2","0","0","1","0","234","91.4","19","0","3","15","0","7","0","1","10","1","0"
"Nathan Redmond","SOU","M,F","250","Joe","SOU 3<br/>@CHE 3 F","14.25","4.75","67%","+0.1%","3","0","0","0","0","1","5","5","0","0","0","58","69.9","26","0","0","0","2","0","0","0","0","0","0"
"Marcal","WOL","D","251","FA","@LEE Tue 8:00AM","9.5","4.75","32%","0%","2","0","0","0","0","0","1","0","0","1","0","30","81.1","2","0","2","3","2","6","0","0","0","0","1"
"Bobby De Cordova-Reid","FUL","F","252","FA","@SHU Mon 12:00AM","19","4.75","2%","0%","4","1","0","0","0","1","3","2","0","1","0","50","76.9","13","1","0","0","4","0","0","0","0","0","0"
"Issa Diop","WHU","D","253","FA","@TOT Mon 4:30AM","9.25","4.62","3%","0%","2","0","0","0","0","0","1","0","0","0","0","90","86.5","5","0","3","7","0","2","0","0","4","0","0"
"Donny van de Beek","MUN","M","254","Bantztas","MUN 4<br/>@NEW 1 F","18.25","4.56","90%","+0.1%","4","1","0","1","0","1","1","3","0","0","0","40","83.3","16","0","0","0","1","0","0","0","0","0","0"
"Dan Burn","BHA","D","255","FA","@CRY Mon 2:00AM","4.5","4.5","17%","-0.2%","1","0","0","0","0","0","0","0","0","0","0","14","77.8","4","0","2","0","0","3","0","0","0","0","0"
"Ian Poveda-Ocampo","LEE","F","256","FA","WOL Tue 8:00AM","9","4.5","1%","0%","2","0","0","1","0","1","1","1","0","0","0","11","64.7","6","1","0","0","2","0","0","0","0","0","0"
"Aymeric Laporte","MCI","D","257","W (Tue)","ARS 0<br/>@MCI 1 F","4.5","4.5","91%","-0.2%","1","0","0","0","0","0","0","0","0","0","0","28","77.8","2","0","1","3","0","2","0","0","1","0","0"
"Denis Odoi","FUL","D","258","FA","@SHU Mon 12:00AM","13.5","4.5","1%","0%","3","0","0","1","0","1","3","2","0","1","0","139","82.7","22","1","5","5","1","6","0","0","10","0","0"
"Ayoze Perez","LEI","M,F","259","248 SC","AVL Mon 7:15AM","13.25","4.42","51%","0%","3","0","0","0","0","0","1","1","0","0","0","51","68.9","19","0","2","2","1","2","0","0","0","0","1"
"Nicolas Pepe","ARS","F","260","Bantztas","ARS 0<br/>@MCI 1 F","22","4.4","82%","+1.3%","5","1","0","1","0","2","0","3","0","0","0","33","73.3","12","0","1","0","3","3","0","0","0","0","0"
"Sebastien Haller","WHU","F","261","FA","@TOT Mon 4:30AM","17.5","4.38","43%","-0.3%","4","1","0","1","0","2","0","0","0","0","0","14","66.7","4","0","0","0","0","3","0","0","0","0","0"
"Jamal Lewis","NEW","D","262","W (Tue)","MUN 4<br/>@NEW 1 F","21.5","4.3","15%","-0.3%","5","0","0","4","0","0","3","4","0","3","0","93","74.4","14","5","3","6","3","6","0","0","8","1","0"
"Ilkay Gundogan","MCI","M","263","W (Tue)","ARS 0<br/>@MCI 1 F","4.25","4.25","28%","-0.4%","1","0","0","1","0","0","0","0","0","0","0","20","100.0","7","0","0","0","0","0","0","0","0","0","0"
